city,year,shinkansen_flag
木古内町,1992,0
木古内町,1993,0
木古内町,1994,0
木古内町,1995,0
木古内町,1996,0
木古内町,1997,0
木古内町,1998,0
木古内町,1999,0
木古内町,2000,0
木古内町,2001,0
木古内町,2002,0
木古内町,2003,0
木古内町,2004,0
木古内町,2005,0
木古内町,2006,0
木古内町,2007,0
木古内町,2008,0
木古内町,2009,0
木古内町,2010,0
木古内町,2011,0
木古内町,2012,0
木古内町,2013,0
木古内町,2014,0
木古内町,2015,0
木古内町,2016,1
木古内町,2017,1
木古内町,2018,1
木古内町,2019,1
木古内町,2020,1
木古内町,2021,1
本庄市,1992,0
本庄市,1993,0
本庄市,1994,0
本庄市,1995,0
本庄市,1996,0
本庄市,1997,0
本庄市,1998,0
本庄市,1999,0
本庄市,2000,0
本庄市,2001,0
本庄市,2002,0
本庄市,2003,0
本庄市,2004,0
本庄市,2005,0
本庄市,2006,0
本庄市,2007,0
本庄市,2008,0
本庄市,2009,0
本庄市,2010,0
本庄市,2011,0
本庄市,2012,0
本庄市,2013,0
本庄市,2014,0
本庄市,2015,0
本庄市,2016,0
本庄市,2017,0
本庄市,2018,0
本庄市,2019,0
本庄市,2020,0
本庄市,2021,0
東広島市,1992,1
東広島市,1993,1
東広島市,1994,1
東広島市,1995,1
東広島市,1996,1
東広島市,1997,1
東広島市,1998,1
東広島市,1999,1
東広島市,2000,1
東広島市,2001,1
東広島市,2002,1
東広島市,2003,1
東広島市,2004,1
東広島市,2005,1
東広島市,2006,1
東広島市,2007,1
東広島市,2008,1
東広島市,2009,1
東広島市,2010,1
東広島市,2011,1
東広島市,2012,1
東広島市,2013,1
東広島市,2014,1
東広島市,2015,1
東広島市,2016,1
東広島市,2017,1
東広島市,2018,1
東広島市,2019,1
東広島市,2020,1
東広島市,2021,1
栗原市,1992,0
栗原市,1993,0
栗原市,1994,0
栗原市,1995,0
栗原市,1996,0
栗原市,1997,0
栗原市,1998,0
栗原市,1999,0
栗原市,2000,0
栗原市,2001,0
栗原市,2002,0
栗原市,2003,0
栗原市,2004,0
栗原市,2005,0
栗原市,2006,0
栗原市,2007,0
栗原市,2008,0
栗原市,2009,0
栗原市,2010,1
栗原市,2011,1
栗原市,2012,1
栗原市,2013,1
栗原市,2014,1
栗原市,2015,1
栗原市,2016,1
栗原市,2017,1
栗原市,2018,1
栗原市,2019,1
栗原市,2020,1
栗原市,2021,1
横浜市,1992,1
横浜市,1993,1
横浜市,1994,1
横浜市,1995,1
横浜市,1996,1
横浜市,1997,1
横浜市,1998,1
横浜市,1999,1
横浜市,2000,1
横浜市,2001,1
横浜市,2002,1
横浜市,2003,1
横浜市,2004,1
横浜市,2005,1
横浜市,2006,1
横浜市,2007,1
横浜市,2008,1
横浜市,2009,1
横浜市,2010,1
横浜市,2011,1
横浜市,2012,1
横浜市,2013,1
横浜市,2014,1
横浜市,2015,1
横浜市,2016,1
横浜市,2017,1
横浜市,2018,1
横浜市,2019,1
横浜市,2020,1
横浜市,2021,1
水俣市,1992,0
水俣市,1993,0
水俣市,1994,0
水俣市,1995,0
水俣市,1996,0
水俣市,1997,0
水俣市,1998,0
水俣市,1999,0
水俣市,2000,0
水俣市,2001,0
水俣市,2002,0
水俣市,2003,0
水俣市,2004,0
水俣市,2005,0
水俣市,2006,0
水俣市,2007,0
水俣市,2008,0
水俣市,2009,0
水俣市,2010,0
水俣市,2011,1
水俣市,2012,1
水俣市,2013,1
水俣市,2014,1
水俣市,2015,1
水俣市,2016,1
水俣市,2017,1
水俣市,2018,1
水俣市,2019,1
水俣市,2020,1
水俣市,2021,1
浜松市,1992,1
浜松市,1993,1
浜松市,1994,1
浜松市,1995,1
浜松市,1996,1
浜松市,1997,1
浜松市,1998,1
浜松市,1999,1
浜松市,2000,1
浜松市,2001,1
浜松市,2002,1
浜松市,2003,1
浜松市,2004,1
浜松市,2005,1
浜松市,2006,1
浜松市,2007,1
浜松市,2008,1
浜松市,2009,1
浜松市,2010,1
浜松市,2011,1
浜松市,2012,1
浜松市,2013,1
浜松市,2014,1
浜松市,2015,1
浜松市,2016,1
浜松市,2017,1
浜松市,2018,1
浜松市,2019,1
浜松市,2020,1
浜松市,2021,1
港区,1992,1
港区,1993,1
港区,1994,1
港区,1995,1
港区,1996,1
港区,1997,1
港区,1998,1
港区,1999,1
港区,2000,1
港区,2001,1
港区,2002,1
港区,2003,1
港区,2004,1
港区,2005,1
港区,2006,1
港区,2007,1
港区,2008,1
港区,2009,1
港区,2010,1
港区,2011,1
港区,2012,1
港区,2013,1
港区,2014,1
港区,2015,1
港区,2016,1
港区,2017,1
港区,2018,1
港区,2019,1
港区,2020,1
港区,2021,1
湯沢町,1992,0
湯沢町,1993,0
湯沢町,1994,0
湯沢町,1995,0
湯沢町,1996,0
湯沢町,1997,0
湯沢町,1998,0
湯沢町,1999,0
湯沢町,2000,0
湯沢町,2001,0
湯沢町,2002,0
湯沢町,2003,0
湯沢町,2004,0
湯沢町,2005,0
湯沢町,2006,0
湯沢町,2007,0
湯沢町,2008,0
湯沢町,2009,0
湯沢町,2010,0
湯沢町,2011,0
湯沢町,2012,0
湯沢町,2013,0
湯沢町,2014,0
湯沢町,2015,0
湯沢町,2016,0
湯沢町,2017,0
湯沢町,2018,0
湯沢町,2019,0
湯沢町,2020,0
湯沢町,2021,0
熊本市,1992,0
熊本市,1993,0
熊本市,1994,0
熊本市,1995,0
熊本市,1996,0
熊本市,1997,0
熊本市,1998,0
熊本市,1999,0
熊本市,2000,0
熊本市,2001,0
熊本市,2002,0
熊本市,2003,0
熊本市,2004,0
熊本市,2005,0
熊本市,2006,0
熊本市,2007,0
熊本市,2008,0
熊本市,2009,0
熊本市,2010,0
熊本市,2011,1
熊本市,2012,1
熊本市,2013,1
熊本市,2014,1
熊本市,2015,1
熊本市,2016,1
熊本市,2017,1
熊本市,2018,1
熊本市,2019,1
熊本市,2020,1
熊本市,2021,1
熊谷市,1992,0
熊谷市,1993,0
熊谷市,1994,0
熊谷市,1995,0
熊谷市,1996,0
熊谷市,1997,0
熊谷市,1998,0
熊谷市,1999,0
熊谷市,2000,0
熊谷市,2001,0
熊谷市,2002,0
熊谷市,2003,0
熊谷市,2004,0
熊谷市,2005,0
熊谷市,2006,0
熊谷市,2007,0
熊谷市,2008,0
熊谷市,2009,0
熊谷市,2010,0
熊谷市,2011,0
熊谷市,2012,0
熊谷市,2013,0
熊谷市,2014,0
熊谷市,2015,0
熊谷市,2016,0
熊谷市,2017,0
熊谷市,2018,0
熊谷市,2019,0
熊谷市,2020,0
熊谷市,2021,0
熱海市,1992,1
熱海市,1993,1
熱海市,1994,1
熱海市,1995,1
熱海市,1996,1
熱海市,1997,1
熱海市,1998,1
熱海市,1999,1
熱海市,2000,1
熱海市,2001,1
熱海市,2002,1
熱海市,2003,1
熱海市,2004,1
熱海市,2005,1
熱海市,2006,1
熱海市,2007,1
熱海市,2008,1
熱海市,2009,1
熱海市,2010,1
熱海市,2011,1
熱海市,2012,1
熱海市,2013,1
熱海市,2014,1
熱海市,2015,1
熱海市,2016,1
熱海市,2017,1
熱海市,2018,1
熱海市,2019,1
熱海市,2020,1
熱海市,2021,1
玉名市,1992,0
玉名市,1993,0
玉名市,1994,0
玉名市,1995,0
玉名市,1996,0
玉名市,1997,0
玉名市,1998,0
玉名市,1999,0
玉名市,2000,0
玉名市,2001,0
玉名市,2002,0
玉名市,2003,0
玉名市,2004,0
玉名市,2005,0
玉名市,2006,0
玉名市,2007,0
玉名市,2008,0
玉名市,2009,0
玉名市,2010,0
玉名市,2011,1
玉名市,2012,1
玉名市,2013,1
玉名市,2014,1
玉名市,2015,1
玉名市,2016,1
玉名市,2017,1
玉名市,2018,1
玉名市,2019,1
玉名市,2020,1
玉名市,2021,1
白石市,1992,0
白石市,1993,0
白石市,1994,0
白石市,1995,0
白石市,1996,0
白石市,1997,0
白石市,1998,0
白石市,1999,0
白石市,2000,0
白石市,2001,0
白石市,2002,0
白石市,2003,0
白石市,2004,0
白石市,2005,0
白石市,2006,0
白石市,2007,0
白石市,2008,0
白石市,2009,0
白石市,2010,1
白石市,2011,1
白石市,2012,1
白石市,2013,1
白石市,2014,1
白石市,2015,1
白石市,2016,1
白石市,2017,1
白石市,2018,1
白石市,2019,1
白石市,2020,1
白石市,2021,1
盛岡市,1992,0
盛岡市,1993,0
盛岡市,1994,0
盛岡市,1995,0
盛岡市,1996,0
盛岡市,1997,0
盛岡市,1998,0
盛岡市,1999,0
盛岡市,2000,0
盛岡市,2001,0
盛岡市,2002,0
盛岡市,2003,0
盛岡市,2004,0
盛岡市,2005,0
盛岡市,2006,0
盛岡市,2007,0
盛岡市,2008,0
盛岡市,2009,0
盛岡市,2010,1
盛岡市,2011,1
盛岡市,2012,1
盛岡市,2013,1
盛岡市,2014,1
盛岡市,2015,1
盛岡市,2016,1
盛岡市,2017,1
盛岡市,2018,1
盛岡市,2019,1
盛岡市,2020,1
盛岡市,2021,1
相生市,1992,1
相生市,1993,1
相生市,1994,1
相生市,1995,1
相生市,1996,1
相生市,1997,1
相生市,1998,1
相生市,1999,1
相生市,2000,1
相生市,2001,1
相生市,2002,1
相生市,2003,1
相生市,2004,1
相生市,2005,1
相生市,2006,1
相生市,2007,1
相生市,2008,1
相生市,2009,1
相生市,2010,1
相生市,2011,1
相生市,2012,1
相生市,2013,1
相生市,2014,1
相生市,2015,1
相生市,2016,1
相生市,2017,1
相生市,2018,1
相生市,2019,1
相生市,2020,1
相生市,2021,1
神戸市,1992,1
神戸市,1993,1
神戸市,1994,1
神戸市,1995,1
神戸市,1996,1
神戸市,1997,1
神戸市,1998,1
神戸市,1999,1
神戸市,2000,1
神戸市,2001,1
神戸市,2002,1
神戸市,2003,1
神戸市,2004,1
神戸市,2005,1
神戸市,2006,1
神戸市,2007,1
神戸市,2008,1
神戸市,2009,1
神戸市,2010,1
神戸市,2011,1
神戸市,2012,1
神戸市,2013,1
神戸市,2014,1
神戸市,2015,1
神戸市,2016,1
神戸市,2017,1
神戸市,2018,1
神戸市,2019,1
神戸市,2020,1
神戸市,2021,1
福山市,1992,1
福山市,1993,1
福山市,1994,1
福山市,1995,1
福山市,1996,1
福山市,1997,1
福山市,1998,1
福山市,1999,1
福山市,2000,1
福山市,2001,1
福山市,2002,1
福山市,2003,1
福山市,2004,1
福山市,2005,1
福山市,2006,1
福山市,2007,1
福山市,2008,1
福山市,2009,1
福山市,2010,1
福山市,2011,1
福山市,2012,1
福山市,2013,1
福山市,2014,1
福山市,2015,1
福山市,2016,1
福山市,2017,1
福山市,2018,1
福山市,2019,1
福山市,2020,1
福山市,2021,1
福岡市,1992,1
福岡市,1993,1
福岡市,1994,1
福岡市,1995,1
福岡市,1996,1
福岡市,1997,1
福岡市,1998,1
福岡市,1999,1
福岡市,2000,1
福岡市,2001,1
福岡市,2002,1
福岡市,2003,1
福岡市,2004,1
福岡市,2005,1
福岡市,2006,1
福岡市,2007,1
福岡市,2008,1
福岡市,2009,1
福岡市,2010,1
福岡市,2011,1
福岡市,2012,1
福岡市,2013,1
福岡市,2014,1
福岡市,2015,1
福岡市,2016,1
福岡市,2017,1
福岡市,2018,1
福岡市,2019,1
福岡市,2020,1
福岡市,2021,1
福島市,1992,0
福島市,1993,0
福島市,1994,0
福島市,1995,0
福島市,1996,0
福島市,1997,0
福島市,1998,0
福島市,1999,0
福島市,2000,0
福島市,2001,0
福島市,2002,0
福島市,2003,0
福島市,2004,0
福島市,2005,0
福島市,2006,0
福島市,2007,0
福島市,2008,0
福島市,2009,0
福島市,2010,1
福島市,2011,1
福島市,2012,1
福島市,2013,1
福島市,2014,1
福島市,2015,1
福島市,2016,1
福島市,2017,1
福島市,2018,1
福島市,2019,1
福島市,2020,1
福島市,2021,1
筑後市,1992,0
筑後市,1993,0
筑後市,1994,0
筑後市,1995,0
筑後市,1996,0
筑後市,1997,0
筑後市,1998,0
筑後市,1999,0
筑後市,2000,0
筑後市,2001,0
筑後市,2002,0
筑後市,2003,0
筑後市,2004,0
筑後市,2005,0
筑後市,2006,0
筑後市,2007,0
筑後市,2008,0
筑後市,2009,0
筑後市,2010,0
筑後市,2011,1
筑後市,2012,1
筑後市,2013,1
筑後市,2014,1
筑後市,2015,1
筑後市,2016,1
筑後市,2017,1
筑後市,2018,1
筑後市,2019,1
筑後市,2020,1
筑後市,2021,1
米原市,1992,1
米原市,1993,1
米原市,1994,1
米原市,1995,1
米原市,1996,1
米原市,1997,1
米原市,1998,1
米原市,1999,1
米原市,2000,1
米原市,2001,1
米原市,2002,1
米原市,2003,1
米原市,2004,1
米原市,2005,1
米原市,2006,1
米原市,2007,1
米原市,2008,1
米原市,2009,1
米原市,2010,1
米原市,2011,1
米原市,2012,1
米原市,2013,1
米原市,2014,1
米原市,2015,1
米原市,2016,1
米原市,2017,1
米原市,2018,1
米原市,2019,1
米原市,2020,1
米原市,2021,1
糸魚川市,1992,0
糸魚川市,1993,0
糸魚川市,1994,0
糸魚川市,1995,0
糸魚川市,1996,0
糸魚川市,1997,1
糸魚川市,1998,1
糸魚川市,1999,1
糸魚川市,2000,1
糸魚川市,2001,1
糸魚川市,2002,1
糸魚川市,2003,1
糸魚川市,2004,1
糸魚川市,2005,1
糸魚川市,2006,1
糸魚川市,2007,1
糸魚川市,2008,1
糸魚川市,2009,1
糸魚川市,2010,1
糸魚川市,2011,1
糸魚川市,2012,1
糸魚川市,2013,1
糸魚川市,2014,1
糸魚川市,2015,1
糸魚川市,2016,1
糸魚川市,2017,1
糸魚川市,2018,1
糸魚川市,2019,1
糸魚川市,2020,1
糸魚川市,2021,1
羽島市,1992,1
羽島市,1993,1
羽島市,1994,1
羽島市,1995,1
羽島市,1996,1
羽島市,1997,1
羽島市,1998,1
羽島市,1999,1
羽島市,2000,1
羽島市,2001,1
羽島市,2002,1
羽島市,2003,1
羽島市,2004,1
羽島市,2005,1
羽島市,2006,1
羽島市,2007,1
羽島市,2008,1
羽島市,2009,1
羽島市,2010,1
羽島市,2011,1
羽島市,2012,1
羽島市,2013,1
羽島市,2014,1
羽島市,2015,1
羽島市,2016,1
羽島市,2017,1
羽島市,2018,1
羽島市,2019,1
羽島市,2020,1
羽島市,2021,1
花巻市,1992,0
花巻市,1993,0
花巻市,1994,0
花巻市,1995,0
花巻市,1996,0
花巻市,1997,0
花巻市,1998,0
花巻市,1999,0
花巻市,2000,0
花巻市,2001,0
花巻市,2002,0
花巻市,2003,0
花巻市,2004,0
花巻市,2005,0
花巻市,2006,0
花巻市,2007,0
花巻市,2008,0
花巻市,2009,0
花巻市,2010,1
花巻市,2011,1
花巻市,2012,1
花巻市,2013,1
花巻市,2014,1
花巻市,2015,1
花巻市,2016,1
花巻市,2017,1
花巻市,2018,1
花巻市,2019,1
花巻市,2020,1
花巻市,2021,1
薩摩川内市,1992,0
薩摩川内市,1993,0
薩摩川内市,1994,0
薩摩川内市,1995,0
薩摩川内市,1996,0
薩摩川内市,1997,0
薩摩川内市,1998,0
薩摩川内市,1999,0
薩摩川内市,2000,0
薩摩川内市,2001,0
薩摩川内市,2002,0
薩摩川内市,2003,0
薩摩川内市,2004,0
薩摩川内市,2005,0
薩摩川内市,2006,0
薩摩川内市,2007,0
薩摩川内市,2008,0
薩摩川内市,2009,0
薩摩川内市,2010,0
薩摩川内市,2011,1
薩摩川内市,2012,1
薩摩川内市,2013,1
薩摩川内市,2014,1
薩摩川内市,2015,1
薩摩川内市,2016,1
薩摩川内市,2017,1
薩摩川内市,2018,1
薩摩川内市,2019,1
薩摩川内市,2020,1
薩摩川内市,2021,1
豊橋市,1992,1
豊橋市,1993,1
豊橋市,1994,1
豊橋市,1995,1
豊橋市,1996,1
豊橋市,1997,1
豊橋市,1998,1
豊橋市,1999,1
豊橋市,2000,1
豊橋市,2001,1
豊橋市,2002,1
豊橋市,2003,1
豊橋市,2004,1
豊橋市,2005,1
豊橋市,2006,1
豊橋市,2007,1
豊橋市,2008,1
豊橋市,2009,1
豊橋市,2010,1
豊橋市,2011,1
豊橋市,2012,1
豊橋市,2013,1
豊橋市,2014,1
豊橋市,2015,1
豊橋市,2016,1
豊橋市,2017,1
豊橋市,2018,1
豊橋市,2019,1
豊橋市,2020,1
豊橋市,2021,1
軽井沢町,1992,0
軽井沢町,1993,0
軽井沢町,1994,0
軽井沢町,1995,0
軽井沢町,1996,0
軽井沢町,1997,1
軽井沢町,1998,1
軽井沢町,1999,1
軽井沢町,2000,1
軽井沢町,2001,1
軽井沢町,2002,1
軽井沢町,2003,1
軽井沢町,2004,1
軽井沢町,2005,1
軽井沢町,2006,1
軽井沢町,2007,1
軽井沢町,2008,1
軽井沢町,2009,1
軽井沢町,2010,1
軽井沢町,2011,1
軽井沢町,2012,1
軽井沢町,2013,1
軽井沢町,2014,1
軽井沢町,2015,1
軽井沢町,2016,1
軽井沢町,2017,1
軽井沢町,2018,1
軽井沢町,2019,1
軽井沢町,2020,1
軽井沢町,2021,1
那須塩原市,1992,0
那須塩原市,1993,0
那須塩原市,1994,0
那須塩原市,1995,0
那須塩原市,1996,0
那須塩原市,1997,0
那須塩原市,1998,0
那須塩原市,1999,0
那須塩原市,2000,0
那須塩原市,2001,0
那須塩原市,2002,0
那須塩原市,2003,0
那須塩原市,2004,0
那須塩原市,2005,0
那須塩原市,2006,0
那須塩原市,2007,0
那須塩原市,2008,0
那須塩原市,2009,0
那須塩原市,2010,1
那須塩原市,2011,1
那須塩原市,2012,1
那須塩原市,2013,1
那須塩原市,2014,1
那須塩原市,2015,1
那須塩原市,2016,1
那須塩原市,2017,1
那須塩原市,2018,1
那須塩原市,2019,1
那須塩原市,2020,1
那須塩原市,2021,1
郡山市,1992,0
郡山市,1993,0
郡山市,1994,0
郡山市,1995,0
郡山市,1996,0
郡山市,1997,0
郡山市,1998,0
郡山市,1999,0
郡山市,2000,0
郡山市,2001,0
郡山市,2002,0
郡山市,2003,0
郡山市,2004,0
郡山市,2005,0
郡山市,2006,0
郡山市,2007,0
郡山市,2008,0
郡山市,2009,0
郡山市,2010,1
郡山市,2011,1
郡山市,2012,1
郡山市,2013,1
郡山市,2014,1
郡山市,2015,1
郡山市,2016,1
郡山市,2017,1
郡山市,2018,1
郡山市,2019,1
郡山市,2020,1
郡山市,2021,1
金沢市,1992,0
金沢市,1993,0
金沢市,1994,0
金沢市,1995,0
金沢市,1996,0
金沢市,1997,1
金沢市,1998,1
金沢市,1999,1
金沢市,2000,1
金沢市,2001,1
金沢市,2002,1
金沢市,2003,1
金沢市,2004,1
金沢市,2005,1
金沢市,2006,1
金沢市,2007,1
金沢市,2008,1
金沢市,2009,1
金沢市,2010,1
金沢市,2011,1
金沢市,2012,1
金沢市,2013,1
金沢市,2014,1
金沢市,2015,1
金沢市,2016,1
金沢市,2017,1
金沢市,2018,1
金沢市,2019,1
金沢市,2020,1
金沢市,2021,1
長岡市,1992,0
長岡市,1993,0
長岡市,1994,0
長岡市,1995,0
長岡市,1996,0
長岡市,1997,0
長岡市,1998,0
長岡市,1999,0
長岡市,2000,0
長岡市,2001,0
長岡市,2002,0
長岡市,2003,0
長岡市,2004,0
長岡市,2005,0
長岡市,2006,0
長岡市,2007,0
長岡市,2008,0
長岡市,2009,0
長岡市,2010,0
長岡市,2011,0
長岡市,2012,0
長岡市,2013,0
長岡市,2014,0
長岡市,2015,0
長岡市,2016,0
長岡市,2017,0
長岡市,2018,0
長岡市,2019,0
長岡市,2020,0
長岡市,2021,0
長野市,1992,0
長野市,1993,0
長野市,1994,0
長野市,1995,0
長野市,1996,0
長野市,1997,1
長野市,1998,1
長野市,1999,1
長野市,2000,1
長野市,2001,1
長野市,2002,1
長野市,2003,1
長野市,2004,1
長野市,2005,1
長野市,2006,1
長野市,2007,1
長野市,2008,1
長野市,2009,1
長野市,2010,1
長野市,2011,1
長野市,2012,1
長野市,2013,1
長野市,2014,1
長野市,2015,1
長野市,2016,1
長野市,2017,1
長野市,2018,1
長野市,2019,1
長野市,2020,1
長野市,2021,1
青森市,1992,0
青森市,1993,0
青森市,1994,0
青森市,1995,0
青森市,1996,0
青森市,1997,0
青森市,1998,0
青森市,1999,0
青森市,2000,0
青森市,2001,0
青森市,2002,0
青森市,2003,0
青森市,2004,0
青森市,2005,0
青森市,2006,0
青森市,2007,0
青森市,2008,0
青森市,2009,0
青森市,2010,1
青森市,2011,1
青森市,2012,1
青森市,2013,1
青森市,2014,1
青森市,2015,1
青森市,2016,1
青森市,2017,1
青森市,2018,1
青森市,2019,1
青森市,2020,1
青森市,2021,1
静岡市,1992,1
静岡市,1993,1
静岡市,1994,1
静岡市,1995,1
静岡市,1996,1
静岡市,1997,1
静岡市,1998,1
静岡市,1999,1
静岡市,2000,1
静岡市,2001,1
静岡市,2002,1
静岡市,2003,1
静岡市,2004,1
静岡市,2005,1
静岡市,2006,1
静岡市,2007,1
静岡市,2008,1
静岡市,2009,1
静岡市,2010,1
静岡市,2011,1
静岡市,2012,1
静岡市,2013,1
静岡市,2014,1
静岡市,2015,1
静岡市,2016,1
静岡市,2017,1
静岡市,2018,1
静岡市,2019,1
静岡市,2020,1
静岡市,2021,1
飯山市,1992,0
飯山市,1993,0
飯山市,1994,0
飯山市,1995,0
飯山市,1996,0
飯山市,1997,1
飯山市,1998,1
飯山市,1999,1
飯山市,2000,1
飯山市,2001,1
飯山市,2002,1
飯山市,2003,1
飯山市,2004,1
飯山市,2005,1
飯山市,2006,1
飯山市,2007,1
飯山市,2008,1
飯山市,2009,1
飯山市,2010,1
飯山市,2011,1
飯山市,2012,1
飯山市,2013,1
飯山市,2014,1
飯山市,2015,1
飯山市,2016,1
飯山市,2017,1
飯山市,2018,1
飯山市,2019,1
飯山市,2020,1
飯山市,2021,1
高岡市,1992,0
高岡市,1993,0
高岡市,1994,0
高岡市,1995,0
高岡市,1996,0
高岡市,1997,1
高岡市,1998,1
高岡市,1999,1
高岡市,2000,1
高岡市,2001,1
高岡市,2002,1
高岡市,2003,1
高岡市,2004,1
高岡市,2005,1
高岡市,2006,1
高岡市,2007,1
高岡市,2008,1
高岡市,2009,1
高岡市,2010,1
高岡市,2011,1
高岡市,2012,1
高岡市,2013,1
高岡市,2014,1
高岡市,2015,1
高岡市,2016,1
高岡市,2017,1
高岡市,2018,1
高岡市,2019,1
高岡市,2020,1
高岡市,2021,1
高崎市,1992,0
高崎市,1993,0
高崎市,1994,0
高崎市,1995,0
高崎市,1996,0
高崎市,1997,1
高崎市,1998,1
高崎市,1999,1
高崎市,2000,1
高崎市,2001,1
高崎市,2002,1
高崎市,2003,1
高崎市,2004,1
高崎市,2005,1
高崎市,2006,1
高崎市,2007,1
高崎市,2008,1
高崎市,2009,1
高崎市,2010,1
高崎市,2011,1
高崎市,2012,1
高崎市,2013,1
高崎市,2014,1
高崎市,2015,1
高崎市,2016,1
高崎市,2017,1
高崎市,2018,1
高崎市,2019,1
高崎市,2020,1
高崎市,2021,1
鳥栖市,1992,0
鳥栖市,1993,0
鳥栖市,1994,0
鳥栖市,1995,0
鳥栖市,1996,0
鳥栖市,1997,0
鳥栖市,1998,0
鳥栖市,1999,0
鳥栖市,2000,0
鳥栖市,2001,0
鳥栖市,2002,0
鳥栖市,2003,0
鳥栖市,2004,0
鳥栖市,2005,0
鳥栖市,2006,0
鳥栖市,2007,0
鳥栖市,2008,0
鳥栖市,2009,0
鳥栖市,2010,0
鳥栖市,2011,1
鳥栖市,2012,1
鳥栖市,2013,1
鳥栖市,2014,1
鳥栖市,2015,1
鳥栖市,2016,1
鳥栖市,2017,1
鳥栖市,2018,1
鳥栖市,2019,1
鳥栖市,2020,1
鳥栖市,2021,1
鹿児島市,1992,0
鹿児島市,1993,0
鹿児島市,1994,0
鹿児島市,1995,0
鹿児島市,1996,0
鹿児島市,1997,0
鹿児島市,1998,0
鹿児島市,1999,0
鹿児島市,2000,0
鹿児島市,2001,0
鹿児島市,2002,0
鹿児島市,2003,0
鹿児島市,2004,0
鹿児島市,2005,0
鹿児島市,2006,0
鹿児島市,2007,0
鹿児島市,2008,0
鹿児島市,2009,0
鹿児島市,2010,0
鹿児島市,2011,1
鹿児島市,2012,1
鹿児島市,2013,1
鹿児島市,2014,1
鹿児島市,2015,1
鹿児島市,2016,1
鹿児島市,2017,1
鹿児島市,2018,1
鹿児島市,2019,1
鹿児島市,2020,1
鹿児島市,2021,1
黒部市,1992,0
黒部市,1993,0
黒部市,1994,0
黒部市,1995,0
黒部市,1996,0
黒部市,1997,1
黒部市,1998,1
黒部市,1999,1
黒部市,2000,1
黒部市,2001,1
黒部市,2002,1
黒部市,2003,1
黒部市,2004,1
黒部市,2005,1
黒部市,2006,1
黒部市,2007,1
黒部市,2008,1
黒部市,2009,1
黒部市,2010,1
黒部市,2011,1
黒部市,2012,1
黒部市,2013,1
黒部市,2014,1
黒部市,2015,1
黒部市,2016,1
黒部市,2017,1
黒部市,2018,1
黒部市,2019,1
黒部市,2020,1
黒部市,2021,1
,1992,0
,1993,0
,1994,0
,1995,0
,1996,0
,1997,0
,1998,0
,1999,0
,2000,0
,2001,0
,2002,0
,2003,0
,2004,0
,2005,0
,2006,0
,2007,0
,2008,0
,2009,0
,2010,0
,2011,0
,2012,0
,2013,0
,2014,0
,2015,0
,2016,0
,2017,0
,2018,0
,2019,0
,2020,0
,2021,0
